ID_Funcionario,Demitido,Idade,Faixa_Etaria,Genero,Estado_Civil,Maior_de_18,Distancia_de_Casa,Faixa_Distancia_de_Casa,Escolaridade,Area_de_Formacao,Departamento,Cargo,Nivel_do_Cargo,Renda_Mensal,Razão_salarial,Percentual_Aumento_Salario,StockOptionLevel,Valor_Hora,Valor_Diaria,Valor_Mensal,Hora_Extra,Viagens_a_Negocio,Envolvimento_com_Trabalho,Avaliacao_Desempenho,Treinamentos_Ano_Passado,Satisfacao_com_Ambiente,Satisfacao_com_Trabalho,Satisfacao_Relacionamento,Equilibrio_Vida_Trabalho,Satisfação_geral,Numero_de_Empresas_Anteriores,Total_Anos_Trabalhados,Anos_na_Empresa,Faixa_de_tempo_empresa,Anos_no_Cargo_Atual,Anos_Desde_Ultima_Promocao,Anos_com_Gerente_Atual,Contagem_de_Funcionarios,Horas_Padrao
433,Yes,52,Maduro,Male,Married,Y,8,Próxima,4,Medical,Research & Development,Research Scientist,2,4941,1.3161164324057897,15,0,85,723,17747,No,Travel_Rarely,2,3,3,3,2,1,2,8,2,11,8,Funcionário estabelecido,2,7,7,1,80
434,No,27,Jovem,Female,Single,Y,5,Muito próxima,3,Life Sciences,Research & Development,Research Scientist,1,2478,2.624266058320019,12,0,85,1220,20938,Yes,Travel_Rarely,3,3,2,3,2,2,2,9,1,4,4,Inicio de carreira,3,1,2,1,80
436,No,32,Adulto,Female,Married,Y,8,Próxima,2,Technical Degree,Sales,Sales Executive,2,5228,1.2438659702595651,11,0,65,588,24624,Yes,Travel_Rarely,2,3,2,3,2,4,3,12,1,13,13,Experiente,12,11,9,1,80
437,No,27,Jovem,Male,Single,Y,2,Muito próxima,3,Life Sciences,Sales,Sales Executive,2,4478,1.45219546505516,11,0,74,1377,5242,Yes,Travel_Rarely,3,3,3,4,3,1,3,11,1,5,5,Funcionário estabelecido,4,0,4,1,80
438,No,31,Adulto,Male,Divorced,Y,7,Próxima,3,Marketing,Sales,Sales Executive,2,7547,0.8616577835586335,12,3,73,691,7143,No,Travel_Rarely,3,3,3,4,4,4,3,15,4,13,7,Funcionário estabelecido,7,1,7,1,80
439,No,32,Adulto,Female,Single,Y,2,Muito próxima,4,Medical,Research & Development,Research Scientist,2,5055,1.2864354683515344,16,0,74,1018,10557,No,Travel_Rarely,4,3,0,1,4,3,2,10,7,10,7,Funcionário estabelecido,7,0,7,1,80
440,Yes,28,Jovem,Male,Married,Y,2,Muito próxima,4,Medical,Research & Development,Research Scientist,1,3464,1.877289634098443,13,0,84,1157,24737,Yes,Travel_Rarely,1,3,4,1,4,4,2,11,5,5,3,Inicio de carreira,2,2,2,1,80
441,No,30,Adulto,Female,Married,Y,28,Muito distantew,2,Medical,Research & Development,Research Scientist,2,5775,1.1260487086609536,13,2,64,1275,11934,No,Travel_Rarely,3,3,2,4,4,4,3,15,1,11,10,Experiente,8,1,9,1,80
442,No,31,Adulto,Female,Married,Y,7,Próxima,2,Life Sciences,Research & Development,Manufacturing Director,3,8943,0.7271532251500623,24,1,48,798,14034,No,Travel_Frequently,2,4,2,3,3,1,3,10,1,10,10,Experiente,9,8,9,1,80
444,No,39,Adulto,Male,Married,Y,7,Próxima,2,Medical,Research & Development,Manager,5,19272,0.3374289794788816,15,1,54,672,21141,No,Travel_Frequently,2,3,2,3,4,1,3,11,1,21,21,Veterano,9,13,3,1,80
445,Yes,39,Adulto,Female,Married,Y,3,Muito próxima,2,Medical,Sales,Sales Executive,2,5238,1.2414912738673172,18,0,41,1162,17778,Yes,Travel_Rarely,3,3,3,4,3,1,2,10,4,12,1,Recém contratado,0,0,0,1,80
446,No,33,Adulto,Male,Single,Y,10,Próxima,3,Marketing,Sales,Sales Executive,2,4682,1.3889216771715094,14,0,46,508,4317,No,Travel_Frequently,2,3,6,2,4,3,2,11,3,9,7,Funcionário estabelecido,7,0,1,1,80
447,No,47,Maduro,Male,Married,Y,5,Muito próxima,5,Life Sciences,Research & Development,Research Director,5,18300,0.3553514367495632,11,1,42,1482,16375,No,Travel_Rarely,3,3,2,4,3,2,3,12,4,21,3,Inicio de carreira,2,1,1,1,80
448,No,43,Adulto,Female,Divorced,Y,10,Próxima,4,Life Sciences,Research & Development,Laboratory Technician,2,5257,1.2370042405396628,11,1,82,559,6227,No,Travel_Frequently,2,3,3,3,3,2,4,12,1,9,9,Funcionário estabelecido,7,0,0,1,80
449,No,27,Jovem,Male,Married,Y,1,Muito próxima,1,Marketing,Sales,Sales Executive,2,6349,1.024244966532841,13,1,73,210,22107,Yes,Non-Travel,3,3,0,3,2,4,3,12,0,6,5,Funcionário estabelecido,4,1,4,1,80
450,No,54,Maduro,Female,Single,Y,20,Distante,4,Life Sciences,Research & Development,Research Scientist,2,4869,1.3355784129219566,12,0,31,928,16885,No,Travel_Frequently,3,3,4,4,3,4,2,13,3,20,4,Inicio de carreira,3,0,3,1,80
451,No,43,Adulto,Female,Married,Y,7,Próxima,3,Life Sciences,Research & Development,Healthcare Representative,3,9985,0.6512700343031554,16,1,43,1001,9262,No,Travel_Rarely,3,3,1,3,1,1,2,7,8,10,1,Recém contratado,0,0,0,1,80
452,No,45,Maduro,Male,Married,Y,8,Próxima,4,Other,Research & Development,Research Scientist,2,3697,1.7589751940808782,14,2,75,549,9278,No,Travel_Rarely,3,3,3,4,4,1,3,12,9,12,10,Experiente,9,9,8,1,80
453,No,40,Adulto,Male,Married,Y,1,Muito próxima,2,Medical,Sales,Sales Executive,2,7457,0.8720573008605347,22,3,57,1124,13273,Yes,Travel_Rarely,1,4,2,2,4,3,2,11,2,6,4,Inicio de carreira,3,0,2,1,80
454,Yes,29,Jovem,Male,Married,Y,8,Próxima,4,Other,Research & Development,Laboratory Technician,1,2119,3.0688680002439863,11,0,77,318,4759,Yes,Travel_Rarely,1,3,4,2,1,4,2,9,1,7,7,Funcionário estabelecido,7,0,7,1,80
455,No,29,Jovem,Male,Single,Y,9,Próxima,5,Other,Research & Development,Laboratory Technician,1,3983,1.6326716777597305,17,0,30,738,7621,No,Travel_Rarely,2,3,2,2,4,3,3,12,0,4,3,Inicio de carreira,2,2,2,1,80
456,No,30,Adulto,Female,Divorced,Y,5,Muito próxima,3,Marketing,Sales,Sales Executive,2,6118,1.0629178314019299,13,3,30,570,5431,No,Travel_Rarely,2,3,2,4,3,3,3,13,1,10,10,Experiente,9,1,2,1,80
458,No,27,Jovem,Female,Married,Y,8,Próxima,4,Marketing,Sales,Sales Executive,2,6214,1.0464968285350833,18,1,56,1130,3415,No,Travel_Rarely,3,3,3,2,2,1,3,8,1,8,8,Funcionário estabelecido,7,0,7,1,80
460,No,37,Adulto,Male,Divorced,Y,5,Muito próxima,2,Medical,Research & Development,Manufacturing Director,2,6347,1.0245677158526874,16,2,61,1192,23177,No,Travel_Rarely,3,3,2,4,4,3,2,13,7,8,6,Funcionário estabelecido,2,0,4,1,80
461,No,38,Adulto,Male,Divorced,Y,15,Moderada,2,Life Sciences,Research & Development,Research Director,3,11510,0.5649809984810605,14,1,92,343,15682,Yes,Travel_Rarely,2,3,3,3,4,2,3,12,0,12,11,Experiente,10,2,9,1,80
462,No,31,Adulto,Female,Single,Y,7,Próxima,4,Medical,Research & Development,Manufacturing Director,3,7143,0.9103921731089188,14,0,39,1232,25713,Yes,Travel_Rarely,3,3,2,3,4,3,2,12,1,11,11,Experiente,9,4,10,1,80
463,No,29,Jovem,Female,Divorced,Y,10,Próxima,1,Marketing,Sales,Sales Executive,2,8268,0.7865180566663047,14,2,39,144,11866,Yes,Travel_Rarely,2,3,2,4,2,1,3,10,1,7,7,Funcionário estabelecido,7,1,7,1,80
464,No,35,Adulto,Male,Single,Y,5,Muito próxima,4,Technical Degree,Research & Development,Manufacturing Director,3,8095,0.8033269045728236,13,0,62,1296,18264,No,Travel_Rarely,3,3,5,3,2,4,3,12,0,17,16,Muito experiente,6,0,13,1,80
465,No,23,Jovem,Male,Divorced,Y,26,Muito distantew,1,Life Sciences,Research & Development,Research Scientist,1,2904,2.2393014092689416,12,2,83,1309,16092,No,Travel_Rarely,3,3,2,3,4,3,2,12,1,4,4,Inicio de carreira,2,0,2,1,80
466,No,41,Adulto,Male,Single,Y,6,Próxima,3,Medical,Research & Development,Manufacturing Director,2,6032,1.0780721638788142,15,0,95,483,10110,Yes,Travel_Rarely,2,3,3,4,2,4,3,13,6,8,5,Funcionário estabelecido,4,1,2,1,80
467,No,47,Maduro,Male,Single,Y,4,Muito próxima,1,Medical,Sales,Sales Representative,2,2976,2.1851247622704997,19,0,99,1309,25751,No,Travel_Frequently,3,3,3,2,3,1,3,9,3,5,0,Recém contratado,0,0,0,1,80
468,No,42,Adulto,Female,Single,Y,23,Muito distantew,5,Life Sciences,Research & Development,Research Director,4,15992,0.4066365240443351,14,0,44,810,15901,No,Travel_Rarely,3,3,2,1,4,2,3,10,2,16,1,Recém contratado,0,0,0,1,80
469,No,29,Jovem,Male,Married,Y,2,Muito próxima,3,Life Sciences,Sales,Sales Executive,2,4649,1.3987806608984743,14,1,61,746,16928,No,Non-Travel,3,3,3,4,3,1,2,10,1,4,4,Inicio de carreira,3,0,2,1,80
470,No,42,Adulto,Male,Divorced,Y,2,Muito próxima,1,Technical Degree,Human Resources,Human Resources,1,2696,2.412066503159127,11,1,52,544,24017,Yes,Travel_Rarely,3,3,5,3,3,3,3,12,0,4,3,Inicio de carreira,2,1,0,1,80
471,No,32,Adulto,Female,Married,Y,2,Muito próxima,3,Medical,Research & Development,Laboratory Technician,1,2370,2.7438528660409314,13,1,75,1062,3956,No,Travel_Rarely,3,3,4,3,2,3,3,11,1,8,8,Funcionário estabelecido,0,0,7,1,80
473,No,48,Maduro,Female,Married,Y,29,Muito distantew,1,Medical,Sales,Manager,3,12504,0.5200680816152436,21,1,91,530,23978,No,Travel_Rarely,3,4,3,1,3,2,1,7,3,15,0,Recém contratado,0,0,0,1,80
474,No,37,Adulto,Male,Divorced,Y,6,Próxima,3,Medical,Research & Development,Research Scientist,2,5974,1.0885388839164725,13,2,51,1319,17001,Yes,Travel_Rarely,4,3,2,3,1,1,3,8,4,13,7,Funcionário estabelecido,7,6,7,1,80
475,No,30,Adulto,Female,Married,Y,25,Muito distantew,2,Technical Degree,Sales,Sales Executive,2,4736,1.373085154669976,12,1,85,641,6069,Yes,Non-Travel,3,3,2,4,3,2,4,13,7,4,2,Inicio de carreira,2,2,2,1,80
476,No,26,Jovem,Male,Married,Y,1,Muito próxima,3,Life Sciences,Sales,Sales Executive,2,5296,1.2278948815175617,17,1,57,933,20156,No,Travel_Rarely,3,3,3,3,3,2,3,11,1,8,8,Funcionário estabelecido,7,7,7,1,80
477,No,42,Adulto,Male,Single,Y,2,Muito próxima,4,Other,Research & Development,Healthcare Representative,2,6781,0.9589929645357628,23,0,98,1332,17078,No,Travel_Rarely,2,4,6,1,4,2,3,10,3,14,1,Recém contratado,0,0,0,1,80
478,Yes,21,Jovem,Female,Single,Y,1,Muito próxima,1,Technical Degree,Sales,Sales Representative,1,2174,2.991228745408007,11,0,99,756,9150,Yes,Travel_Frequently,2,3,3,1,2,3,3,9,1,3,3,Inicio de carreira,2,1,2,1,80
479,No,36,Adulto,Female,Single,Y,1,Muito próxima,5,Medical,Sales,Sales Executive,2,6653,0.9774434529561111,15,0,45,845,15276,No,Non-Travel,3,3,6,4,4,2,3,13,4,7,1,Recém contratado,0,0,0,1,80
481,No,36,Adulto,Male,Married,Y,3,Muito próxima,4,Medical,Sales,Sales Executive,3,9699,0.6704744089614401,11,1,48,541,7246,No,Travel_Frequently,2,3,2,1,4,1,3,9,4,16,13,Experiente,9,1,12,1,80
482,No,57,Maduro,Male,Married,Y,1,Muito próxima,4,Medical,Research & Development,Healthcare Representative,2,6755,0.9626841291661002,11,0,88,593,2967,No,Travel_Rarely,3,3,2,4,3,3,3,13,2,15,3,Inicio de carreira,2,1,2,1,80
483,No,40,Adulto,Female,Married,Y,10,Próxima,4,Life Sciences,Research & Development,Laboratory Technician,1,2213,2.938513914377319,13,1,46,1171,22495,Yes,Travel_Rarely,4,3,3,4,3,3,3,13,3,10,7,Funcionário estabelecido,7,1,7,1,80
484,No,21,Jovem,Male,Single,Y,9,Próxima,2,Medical,Sales,Sales Representative,1,2610,2.491544556519926,24,0,39,895,2851,No,Non-Travel,3,4,3,1,4,3,2,10,1,3,3,Inicio de carreira,2,2,2,1,80
485,Yes,33,Adulto,Female,Single,Y,5,Muito próxima,3,Marketing,Sales,Sales Representative,1,2851,2.2809299517772734,13,0,34,350,9150,Yes,Travel_Rarely,3,3,2,4,3,2,3,12,1,1,1,Recém contratado,0,0,0,1,80
486,No,37,Adulto,Female,Married,Y,10,Próxima,3,Medical,Research & Development,Laboratory Technician,1,3452,1.883815554031578,20,1,98,921,17663,No,Travel_Rarely,3,4,3,3,1,2,3,9,6,17,5,Funcionário estabelecido,4,0,3,1,80
487,No,46,Maduro,Female,Married,Y,7,Próxima,4,Medical,Research & Development,Manufacturing Director,2,5258,1.2367689791778256,14,0,30,1144,16044,No,Non-Travel,3,3,2,3,3,3,4,13,2,7,1,Recém contratado,0,0,0,1,80
488,Yes,41,Adulto,Male,Single,Y,4,Muito próxima,3,Marketing,Sales,Sales Executive,2,9355,0.6951289462872269,18,0,56,143,9558,No,Travel_Frequently,3,3,5,1,2,3,3,9,1,8,8,Funcionário estabelecido,7,7,7,1,80
491,No,50,Maduro,Male,Single,Y,10,Próxima,3,Technical Degree,Research & Development,Healthcare Representative,3,10496,0.6195628136925502,15,0,100,1046,2755,No,Travel_Rarely,2,3,2,4,4,4,3,15,6,20,4,Inicio de carreira,3,1,3,1,80
492,Yes,40,Adulto,Male,Married,Y,22,Muito distantew,2,Marketing,Sales,Sales Executive,2,6380,1.0192682276672425,12,2,68,575,6110,Yes,Travel_Rarely,2,3,6,3,3,1,3,10,2,8,6,Funcionário estabelecido,4,1,0,1,80
493,No,31,Adulto,Male,Single,Y,9,Próxima,4,Life Sciences,Research & Development,Research Scientist,1,2657,2.447471318222434,16,0,42,408,7551,Yes,Travel_Rarely,2,3,5,3,2,4,3,12,0,3,2,Inicio de carreira,2,2,2,1,80
494,Yes,21,Jovem,Female,Single,Y,12,Moderada,3,Life Sciences,Sales,Sales Representative,1,2716,2.3943045996012544,15,0,90,156,25422,No,Travel_Rarely,4,3,0,3,2,4,3,12,1,1,1,Recém contratado,0,0,0,1,80
495,No,29,Jovem,Male,Single,Y,23,Muito distantew,3,Life Sciences,Research & Development,Research Scientist,1,2201,2.954534889830535,16,0,54,1283,18168,No,Travel_Rarely,3,3,4,4,4,4,3,15,9,6,3,Inicio de carreira,2,1,2,1,80
496,No,35,Adulto,Male,Single,Y,9,Próxima,4,Life Sciences,Research & Development,Healthcare Representative,2,6540,0.9943320019139155,19,0,97,755,19394,No,Travel_Rarely,2,3,5,3,2,3,3,11,9,10,1,Recém contratado,1,0,0,1,80
497,No,27,Jovem,Male,Divorced,Y,1,Muito próxima,2,Medical,Research & Development,Laboratory Technician,1,3816,1.7041224561103268,11,1,82,1469,17881,No,Travel_Rarely,3,3,2,4,2,2,3,11,1,5,5,Funcionário estabelecido,2,0,4,1,80
498,No,28,Jovem,Male,Single,Y,9,Próxima,4,Life Sciences,Sales,Sales Executive,2,5253,1.2379461817089297,16,0,92,304,20750,No,Travel_Rarely,3,3,1,2,4,4,3,13,1,7,7,Funcionário estabelecido,5,0,7,1,80
499,No,49,Maduro,Male,Single,Y,7,Próxima,3,Other,Research & Development,Healthcare Representative,3,10965,0.593062589376836,24,0,31,1261,12066,No,Travel_Rarely,2,4,2,2,3,3,3,11,8,26,5,Funcionário estabelecido,2,0,0,1,80
500,No,51,Maduro,Female,Married,Y,14,Moderada,2,Life Sciences,Sales,Sales Executive,2,4936,1.31744961355693,11,1,87,1178,14862,No,Travel_Rarely,3,3,2,3,4,3,2,12,4,18,7,Funcionário estabelecido,7,0,7,1,80
501,No,36,Adulto,Female,Married,Y,2,Muito próxima,3,Life Sciences,Research & Development,Research Scientist,1,2543,2.5571888684691335,13,1,96,329,11868,No,Travel_Rarely,3,3,3,4,3,2,3,12,4,6,2,Inicio de carreira,2,2,2,1,80
502,Yes,34,Adulto,Male,Single,Y,19,Distante,3,Marketing,Sales,Sales Executive,2,5304,1.2260428530386513,13,0,67,1362,4652,Yes,Non-Travel,4,3,3,1,4,2,2,9,8,9,5,Funcionário estabelecido,2,0,4,1,80
505,No,55,Maduro,Female,Single,Y,2,Muito próxima,3,Life Sciences,Research & Development,Manager,4,16659,0.39035544105390524,13,0,97,1311,23258,Yes,Travel_Rarely,3,3,2,3,4,3,3,13,2,30,5,Funcionário estabelecido,4,1,2,1,80
507,No,24,Jovem,Female,Divorced,Y,10,Próxima,4,Marketing,Sales,Sales Executive,2,4260,1.5265096930791096,12,1,77,1371,5915,Yes,Travel_Rarely,3,3,2,4,3,4,4,15,1,5,5,Funcionário estabelecido,2,0,3,1,80
508,No,30,Adulto,Male,Married,Y,2,Muito próxima,1,Technical Degree,Sales,Sales Representative,1,2476,2.626385820887321,18,1,72,202,17434,No,Travel_Rarely,3,3,3,3,2,1,3,9,1,1,1,Recém contratado,0,0,0,1,80
510,Yes,26,Jovem,Male,Single,Y,3,Muito próxima,1,Technical Degree,Research & Development,Research Scientist,1,3102,2.0963672767624137,22,0,73,575,6582,No,Travel_Frequently,3,4,2,3,1,3,3,10,0,7,6,Funcionário estabelecido,4,0,4,1,80
511,No,22,Jovem,Female,Married,Y,11,Moderada,3,Medical,Research & Development,Research Scientist,1,2244,2.8979194708186307,13,1,43,253,24440,No,Travel_Rarely,3,3,1,1,2,4,3,10,1,2,2,Inicio de carreira,1,1,2,1,80
513,No,36,Adulto,Male,Married,Y,2,Muito próxima,2,Medical,Sales,Sales Executive,3,7596,0.8560994329274627,13,2,61,164,3809,No,Travel_Rarely,2,3,2,2,3,2,3,10,1,10,10,Experiente,9,9,0,1,80
514,Yes,30,Adulto,Male,Single,Y,4,Muito próxima,3,Technical Degree,Research & Development,Research Scientist,1,2285,2.8459217910358894,23,0,40,464,3427,Yes,Travel_Frequently,3,4,4,3,4,3,3,13,9,3,1,Recém contratado,0,0,0,1,80
515,No,37,Adulto,Female,Divorced,Y,14,Moderada,3,Life Sciences,Research & Development,Laboratory Technician,1,3034,2.1433524365580117,12,1,95,1107,26914,No,Travel_Rarely,3,3,2,4,1,3,2,10,1,18,18,Muito experiente,7,12,17,1,80
516,No,40,Adulto,Female,Divorced,Y,2,Muito próxima,2,Marketing,Sales,Sales Executive,2,5715,1.1378707423476828,12,2,46,759,22553,No,Travel_Rarely,3,3,5,4,2,3,3,12,7,8,5,Funcionário estabelecido,4,1,3,1,80
517,No,42,Adulto,Female,Divorced,Y,1,Muito próxima,4,Life Sciences,Research & Development,Laboratory Technician,1,2576,2.5244298495795836,16,1,95,201,20490,No,Travel_Rarely,3,3,5,2,1,2,3,8,3,8,5,Funcionário estabelecido,2,1,2,1,80
518,No,37,Adulto,Male,Single,Y,10,Próxima,4,Life Sciences,Research & Development,Manufacturing Director,2,4197,1.5494237056271163,12,0,49,1305,21123,Yes,Travel_Rarely,3,3,2,3,2,4,2,11,2,18,1,Recém contratado,0,0,1,1,80
520,No,43,Adulto,Male,Divorced,Y,12,Moderada,3,Life Sciences,Research & Development,Research Director,4,14336,0.4536084885963314,11,1,59,982,4345,No,Travel_Rarely,2,3,3,1,2,3,3,9,1,25,25,Veterano,10,3,9,1,80
521,No,40,Adulto,Female,Married,Y,2,Muito próxima,3,Medical,Research & Development,Laboratory Technician,2,3448,1.8860009549063246,22,1,78,555,13436,No,Travel_Rarely,2,4,3,2,3,2,3,10,6,20,1,Recém contratado,0,0,0,1,80
522,No,54,Maduro,Male,Married,Y,5,Muito próxima,2,Medical,Research & Development,Research Director,5,19406,0.33509900507662616,11,1,86,821,8509,No,Travel_Rarely,3,3,4,1,1,3,2,7,4,24,4,Inicio de carreira,2,1,2,1,80
523,No,34,Adulto,Female,Married,Y,4,Muito próxima,4,Marketing,Sales,Sales Executive,2,6538,0.994636171997095,15,1,72,1381,12740,No,Non-Travel,3,3,3,3,3,1,3,10,9,6,3,Inicio de carreira,2,1,2,1,80
524,No,31,Adulto,Female,Married,Y,7,Próxima,2,Medical,Research & Development,Manufacturing Director,2,4306,1.5102023438265229,12,1,31,480,4156,No,Travel_Rarely,3,3,5,2,1,2,1,6,1,13,13,Experiente,10,3,12,1,80
525,No,43,Adulto,Male,Married,Y,21,Muito distantew,3,Medical,Research & Development,Laboratory Technician,1,2258,2.8799518567391527,20,1,61,313,15238,No,Travel_Frequently,3,4,1,4,4,1,3,12,7,8,3,Inicio de carreira,2,1,2,1,80
526,No,43,Adulto,Female,Divorced,Y,8,Próxima,4,Other,Research & Development,Healthcare Representative,2,4522,1.4380653013084934,14,0,74,1473,2227,Yes,Travel_Rarely,3,3,3,3,3,4,3,13,4,8,5,Funcionário estabelecido,2,0,2,1,80
527,No,25,Jovem,Female,Single,Y,4,Muito próxima,2,Life Sciences,Sales,Sales Executive,2,4487,1.4492826593530215,11,0,99,891,12090,Yes,Travel_Rarely,2,3,3,2,4,2,3,11,1,5,5,Funcionário estabelecido,4,1,3,1,80
529,No,37,Adulto,Female,Married,Y,25,Muito distantew,5,Medical,Research & Development,Research Scientist,2,4449,1.461661337944933,15,2,72,1063,23866,Yes,Non-Travel,3,3,2,2,3,1,3,9,3,15,13,Experiente,11,10,7,1,80
530,No,31,Adulto,Male,Married,Y,1,Muito próxima,2,Life Sciences,Research & Development,Laboratory Technician,1,2218,2.931889672009471,12,1,98,329,16193,No,Travel_Rarely,2,3,3,4,1,3,3,11,1,4,4,Inicio de carreira,2,3,2,1,80
531,No,39,Adulto,Male,Divorced,Y,1,Muito próxima,1,Life Sciences,Research & Development,Manager,5,19197,0.33874726741246064,14,1,52,1218,8213,Yes,Travel_Frequently,3,3,3,2,3,3,3,11,1,21,21,Veterano,8,1,6,1,80
532,No,56,Maduro,Female,Married,Y,6,Próxima,3,Life Sciences,Sales,Sales Executive,4,13212,0.4921988565332279,11,3,86,906,18256,No,Travel_Frequently,4,3,0,3,1,4,2,10,9,36,7,Funcionário estabelecido,7,7,7,1,80
533,No,30,Adulto,Female,Single,Y,12,Moderada,3,Technical Degree,Sales,Sales Executive,2,6577,0.9887382229765861,11,0,83,1082,19558,No,Travel_Rarely,3,3,6,2,3,2,3,10,0,6,5,Funcionário estabelecido,4,4,4,1,80
534,No,41,Adulto,Male,Married,Y,1,Muito próxima,3,Marketing,Sales,Sales Executive,3,8392,0.7748964838556968,16,1,49,645,19566,No,Travel_Rarely,4,3,2,2,1,3,3,9,1,10,10,Experiente,7,0,7,1,80
536,No,28,Jovem,Male,Divorced,Y,17,Distante,2,Medical,Research & Development,Laboratory Technician,2,4558,1.426707172557483,12,1,79,1300,13535,No,Travel_Rarely,3,3,2,3,1,4,3,11,1,10,10,Experiente,0,1,8,1,80
538,Yes,25,Jovem,Male,Married,Y,3,Muito próxima,3,Medical,Research & Development,Laboratory Technician,1,4031,1.6132302883941967,13,1,91,688,9396,No,Travel_Rarely,3,3,5,1,1,3,3,8,5,6,2,Inicio de carreira,2,0,2,1,80
543,No,52,Maduro,Male,Married,Y,3,Muito próxima,3,Medical,Research & Development,Manufacturing Director,3,7969,0.8160285220877158,14,0,39,319,19609,Yes,Travel_Rarely,2,3,4,4,3,3,3,13,2,28,5,Funcionário estabelecido,4,0,4,1,80
544,No,45,Maduro,Male,Married,Y,10,Próxima,2,Life Sciences,Research & Development,Research Scientist,1,2654,2.4502378645504925,21,2,69,192,9655,No,Travel_Rarely,3,4,3,1,4,4,2,11,3,8,2,Inicio de carreira,2,0,2,1,80
546,No,52,Maduro,Female,Married,Y,4,Muito próxima,2,Life Sciences,Research & Development,Manager,4,16555,0.3928076890677745,13,0,30,1490,10310,No,Travel_Rarely,3,3,2,4,4,4,1,13,2,31,5,Funcionário estabelecido,2,1,4,1,80
547,No,42,Adulto,Female,Divorced,Y,29,Muito distantew,2,Life Sciences,Research & Development,Research Scientist,2,4556,1.4273334707017136,11,1,92,532,12932,No,Travel_Frequently,3,3,3,1,3,2,3,9,2,19,5,Funcionário estabelecido,4,0,2,1,80
548,No,30,Adulto,Female,Single,Y,2,Muito próxima,3,Life Sciences,Research & Development,Manufacturing Director,2,6091,1.0676295013162054,20,0,43,317,24793,No,Travel_Rarely,1,4,2,3,4,3,3,13,2,11,5,Funcionário estabelecido,4,0,2,1,80
549,No,60,Idoso,Female,Married,Y,7,Próxima,3,Life Sciences,Research & Development,Manager,5,19566,0.33235874948977856,11,0,41,422,3854,No,Travel_Rarely,3,3,5,1,1,4,1,7,5,33,29,Veterano,8,11,10,1,80
550,No,46,Maduro,Female,Divorced,Y,18,Distante,3,Medical,Research & Development,Manufacturing Director,2,4810,1.3519607676750534,14,1,87,1485,26314,No,Travel_Rarely,3,3,5,3,3,3,2,11,2,19,10,Experiente,7,0,8,1,80
551,No,42,Adulto,Female,Married,Y,28,Muito distantew,4,Technical Degree,Research & Development,Healthcare Representative,2,4523,1.437747356293833,11,3,88,1368,4386,No,Travel_Frequently,2,3,4,4,4,4,4,16,0,7,6,Funcionário estabelecido,5,0,4,1,80
554,Yes,24,Jovem,Female,Single,Y,1,Muito próxima,1,Technical Degree,Sales,Sales Representative,1,3202,2.0308967184625257,16,0,62,1448,21972,Yes,Travel_Rarely,3,3,4,1,2,2,3,8,1,6,5,Funcionário estabelecido,3,1,4,1,80
555,Yes,34,Adulto,Female,Divorced,Y,6,Próxima,2,Marketing,Sales,Sales Representative,1,2351,2.766027772231819,16,1,33,296,12253,No,Travel_Frequently,1,3,3,4,3,4,2,13,0,3,2,Inicio de carreira,2,1,0,1,80
556,No,38,Adulto,Male,Married,Y,2,Muito próxima,2,Life Sciences,Research & Development,Laboratory Technician,1,1702,3.8207586912555858,23,1,42,1490,12106,Yes,Travel_Frequently,3,4,3,4,4,3,3,14,1,1,1,Recém contratado,0,0,0,1,80
558,No,40,Adulto,Female,Married,Y,2,Muito próxima,4,Life Sciences,Sales,Manager,5,18041,0.3604529290237241,14,0,79,1398,13022,No,Travel_Rarely,3,3,2,3,3,4,3,13,0,21,20,Veterano,15,1,12,1,80
560,No,26,Jovem,Female,Divorced,Y,23,Muito distantew,3,Life Sciences,Research & Development,Research Scientist,1,2886,2.253267946125089,22,2,90,1349,3032,No,Travel_Rarely,3,4,3,1,4,2,1,8,1,3,3,Inicio de carreira,2,0,2,1,80
562,No,30,Adulto,Male,Married,Y,3,Muito próxima,3,Life Sciences,Research & Development,Laboratory Technician,1,2097,3.1010640403037706,15,1,53,1400,16734,No,Non-Travel,3,3,3,3,4,3,1,11,4,9,5,Funcionário estabelecido,3,1,4,1,80
564,No,29,Jovem,Male,Married,Y,3,Muito próxima,4,Medical,Research & Development,Research Director,3,11935,0.5448622783843324,18,0,93,986,21526,No,Travel_Rarely,2,3,2,2,3,3,3,11,1,10,10,Experiente,2,0,7,1,80
565,Yes,29,Jovem,Female,Married,Y,25,Muito distantew,5,Technical Degree,Research & Development,Research Scientist,1,2546,2.5541756844135928,16,0,71,408,18300,No,Travel_Rarely,2,3,2,3,2,2,4,11,5,6,2,Inicio de carreira,2,1,1,1,80
566,Yes,19,Jovem,Male,Single,Y,2,Muito próxima,2,Technical Degree,Human Resources,Human Resources,1,2564,2.5362446538677874,12,0,52,489,18437,No,Travel_Rarely,2,3,3,1,4,3,4,12,1,1,1,Recém contratado,0,0,0,1,80
567,No,30,Adulto,Female,Married,Y,22,Muito distantew,4,Other,Sales,Sales Executive,3,8412,0.7730541241698772,11,0,69,1398,2890,No,Non-Travel,3,3,3,3,1,3,3,10,0,10,9,Funcionário estabelecido,8,7,8,1,80
